stop,lat,lon,routes,trips
Basavanapura Gottigere,12.84678291,77.59320349,2,10
Basavanna Devasthana,12.84384616,77.60609418,1,12
Bayyanapalya,12.87554876,77.54363582,128,896
BCMC Layout Raghuvanahalli,12.87430564,77.54998639,4,20
Beereshwaranagara,12.88203416,77.56540239,0,0
Begihalli Jigani Road,12.79782183,77.60375273,17,36
Begur Lake,12.87620360,77.62609678,7,14
Begur Nice Road Junction,12.85446390,77.60949253,10,125
Bengaluru Central Jail,12.87367538,77.66638341,9,46
Bettadasanapura Cross Thoguru,12.84381806,77.63476935,8,39
Bettadasanapura Electronic City,12.84159785,77.63184286,16,112
Bhagya Nagara Jambusavari Dinne,12.86087118,77.58545794,6,14
BHEL Electronic City,12.84516368,77.66024064,38,321
Bhuvaneshwarinagara Hoskerehalli,12.92190518,77.55083799,6,57
Biacon Bommasandra Road,12.80783730,77.66380208,19,97
Bikashipura,12.89807223,77.55744964,7,81
Bilavaradahalli,12.82238574,77.57235735,15,132
Bingipura,12.82574641,77.63239860,10,72
BK Circle,12.87056481,77.58308788,51,506
BME-1 NICE Road,12.91946799,77.53195927,4,16
BME-2 NICE Road Nayandahalli,12.89334248,77.51351774,4,16
Bommandahalli Jigani,12.75405744,77.64277525,7,61
Bommasandra Industrial Area,12.81692097,77.67623730,21,112
Brigade Millenium,12.89258426,77.58201744,39,457
Brook Haven JP Nagara 8th Phase,12.87152022,77.57598907,0,0
Bs Carmel public School Hennagara,12.79039851,77.67620514,0,0
Bukkasagara Jigani,12.77880946,77.61963548,2,16
Buthanahalli,12.80451605,77.56043875,10,56
Byalamarana Doddy Bannerughatta,12.80581607,77.54392325,1,1
Byatarayana Doddy Bannerughatta,12.81593413,77.55218979,2,22
Byatarayana Doddy Cross Bannerughatta Road,12.80367756,77.54362130,8,45
Canara Bank Begur,12.88517242,77.62516617,37,259
Chandranagara Kumaraswamy Layout,12.89938279,77.56118194,2,18
Channakeshavanagara Parappana Agrahara,12.87810424,77.65481114,2,6
Channasandra Patalamma Temple,12.90481156,77.53011235,36,310
Channasandra Uttarahalli,12.90281228,77.52150826,37,309
Chettekere Palya,12.83817082,77.60491982,5,54
Chikka Beguru,12.87873439,77.63767451,3,9
Chikka Kammanahalli Basavanapura,12.84949340,77.60004580,4,57
Chikkallasandra,12.91507591,77.55202889,24,228
Chikkallasandra Aralimara,12.91174197,77.55238653,129,1275
Chikkallasandra Bank Colony,12.90903003,77.54903699,107,1012
Chikkallasandra Mahesh Medicals,12.91402688,77.54992269,5,79
Chikkallasandra Naidu Layout,12.91632880,77.54599258,2,43
Chikkallasandra Ramanjaneya Layout,12.91061518,77.54538568,2,24
Chikkanagamangala Goverment School,12.86294298,77.68025152,1,1
Chikka Thoguru Electronic City,12.85685333,77.65275657,0,0
Chunchaghatta,12.88557183,77.57496715,12,139
City Engineering College Vasantha Vallabha Nagara,12.88746236,77.55010722,5,14
Concord Apartment Electronic City,12.84055838,77.65163795,22,110
Crown Plaza Electronic City,12.85089637,77.66016215,2,5
CRPF Bannerughatta,12.79561519,77.53931187,7,35
CS-Ajmera Infinity Apartments Electronic City,12.84182338,77.64695361,2,5
CS-Ajmmera Green Acres Apartments BGT Road,12.86791437,77.59343684,0,0
CS-Classic Archid Apartment,12.87277272,77.58847475,3,5
CS-Mantri Paradise Apartment,12.88901268,77.58863568,1,2
CS-Synthesis Factory Electronic City,12.84067926,77.66123503,0,0
Dayanandasagara University Kudlu Gate,12.88775506,77.64151879,0,0
Dayananda Sagar College,12.90946957,77.56523265,47,636
Depot-34 Gate,12.87017621,77.58561417,68,286
Devarachikkanahalli,12.88898572,77.61555432,8,99
Devendranagara,12.85528173,77.64418155,3,3
Devendra Nagara Electronic City,12.83915019,77.64465764,1,2
Dharmapura Koppa,12.81294396,77.62755721,1,2
DLF Home Town Hulimavu,12.87652493,77.61777520,2,4
Doctors Layout Naganathapura,12.87023374,77.66817391,1,2
Doddakallasandra,12.88576039,77.55641027,144,949
Doddakammanahalli,12.85311194,77.59994656,8,80
Dodda Nagamangala,12.86238363,77.67480577,4,72
Dodda Thoguru Electronic City,12.85054988,77.65512227,4,30
Dodda Thoguru Muneshwara Temple Electronic City,12.84735819,77.65319780,1,6
Dodda Thoguru Sri Lakshmi Narasimha Swamy Temple,12.85090683,77.64853612,5,47
Dwaraka Layout Channasandra,12.89994945,77.52331316,1,13
Dyavasandra Anekal,12.75758544,77.64800503,6,63
ELC Wipro Gate-16 Neeladri Road,12.84011308,77.65313476,1,1
Electronic City,12.84816925,77.67071120,331,2649
Electronic City 1st phase,12.85532619,77.66357392,20,222
Electronic City East,12.84495823,77.68094994,13,85
Electronic City Nice Road,12.85806405,77.65885122,0,0
Electronic City Phase-2,12.84765371,77.67544068,3,17
Electronic City Wipro Gate,12.83595106,77.65716344,92,985
Eshwara Layout,12.89145603,77.57562697,1,23
Fine Mart Supper Market Bettadasanapura,12.84582709,77.64753498,5,47
Galaxy Paradise Begur Road,12.89148777,77.62600453,20,174
Ganapathipura,12.89326732,77.57190272,11,125
Giddenahalli,12.75666199,77.62461483,5,49
Glass Factory Anjanapura Road,12.87655360,77.56694553,36,350
Gollahalli Anekal,12.74195439,77.64609128,6,44
Gollahalli Electronic City,12.82968631,77.66875595,4,14
Gottigere,12.85668319,77.58893224,171,1143
Gowdanapalya,12.91149706,77.55569980,129,1263
Gowravanagara,12.88480425,77.58272789,12,202
Gubbalala,12.88413485,77.55103269,8,53
Hakki Pikki Colony Bannerughatta,12.79826147,77.55818770,1,3
Hakki Pikki Colony Cross,12.80241987,77.55888405,15,95
Hanuman Temple Begur,12.87350864,77.62516647,15,98
Haragadde Jigani Road,12.76443769,77.65402203,19,225
Harapanahalli Jigani,12.79177968,77.62352189,17,38
Haridasanagara BEML Layout,12.91852224,77.52732977,0,0
Harinagara Cross,12.87915241,77.56732079,2,4
Hennagara,12.78815996,77.67336677,7,38
Himagiri Bannerughatta Road,12.86238129,77.59061983,100,849
Hinnakki Anekal,12.77783530,77.68056923,2,6
HM World City Nandhi Garden Gate,12.87218176,77.57023505,3,34
Holiday Village Apartment,12.86697042,77.54370600,2,23
Hommadevanahalli Basavanapura,12.84445188,77.59813669,4,37
Hommadevanahalli Cross Koli Farm,12.84068318,77.59727374,8,31
Hongasandra MICO Layout,12.88995751,77.63033063,6,51
Hongemara Bannerughatta,12.72442466,77.56990080,4,15
Hosahalli Hennagara,12.79323379,77.67860966,1,5
Hosa Road,12.87059695,77.65295173,388,3299
Hulimangala,12.81771474,77.63711661,11,91
Hulimavu Sara Soul Factory,12.87177582,77.60209031,0,0
Hullahalli Cross Koppa Road,12.82802350,77.62330890,2,10
Hullahalli Village,12.82627885,77.61565099,3,23
ICON School Dodda Thoguru,12.85005956,77.65067518,1,24
Iliyas Nagara,12.90862033,77.57042617,7,54
Infosys Parking Lot Electronic City,12.84971699,77.66306162,43,432
ISRO Layout Kumarawamy Layout,12.89943440,77.55822834,12,177
ISRO Layout Vasanthapura,12.89520959,77.55509133,7,42
Ittamadu SLV Bakery,12.92120968,77.54315334,11,116
Ittamadu VB Bakery,12.91953727,77.54222203,15,186
Jaga Jeevan Ram Nagara Electronic City,12.82673761,77.65117407,1,3
Jally Machine Bettadasanapura,12.83624540,77.62507427,27,223
Jambu Savari Dinne,12.86568652,77.58084387,68,555
Jaraganahalli Cross,12.90156673,77.57328574,205,1623
Jayasandrahalli Thoguru,12.83055426,77.64101032,0,0
Jaypura Doddy Bannerughatta,12.70870547,77.56932189,0,0
Jigani APC Circle Jigani,12.77903175,77.64370680,16,191
Jigani Bus Stand,12.78660364,77.63776235,64,565
Jigani Double Road,12.78851783,77.62966625,64,541
Jigani Tent,12.78711043,77.63325691,64,556
Jigani YK Hospital,12.77956013,77.63650507,2,5
Jn of 4th Cross 5th Main Uttarahalli,12.90473658,77.54154682,2,11
Jn of Malenallasandra,12.83555793,77.58998635,2,18
Jn of Mylasandra,12.84244538,77.61843502,24,179
Jn of Nayanahalli Cross Jigani Road,12.76138448,77.65493587,0,0
JP Nagara 6th Phase,12.90655206,77.57763641,45,351
J Srinivasa Reddy Layout,12.86381688,77.55396813,2,18
Junglepalya Gate,12.80809812,77.59071138,68,569
Kachanayakanahalli,12.79918940,77.68670127,2,11
Kadajakkanahalli Anekal,12.73773712,77.63509690,0,0
Kalena Agrahara,12.86613423,77.59190793,130,941
Kaleshwari Jigani,12.79346389,77.59409928,8,29
Kalkere Bannerugatta Road,12.83243745,77.58896162,73,711
Kallabala Circle Jigani,12.77335321,77.61990097,1,1
Kallabala Cross,12.77110906,77.62725174,17,130
Kallabala Cross Jigani,12.77196588,77.62244505,4,51
Kallabala Jigani,12.76929435,77.62219548,0,0
Karishma Hills,12.88854136,77.53615625,2,34
Kariyanapalya,12.89186459,77.52127469,2,44
Kariyappana Doddy Bannerughatta,12.70408337,77.56866798,0,0
Karnataka Slum Board Development Apartment,12.87590196,77.67242119,3,4
Kasuvinakunte Jigani,12.76764370,77.59740919,1,2
KEB Jigani,12.77697185,77.64492623,22,260
Kembathalli,12.85513490,77.58042191,2,26
Kempapura Hulimangala,12.81944577,77.63730449,1,2
Kencharayana Doddy Bannerughatta Road,12.81975033,77.55614589,2,22
Kesaraguppe,12.81661863,77.56700568,10,56
Kidwai Layout Anjanapura,12.85879950,77.56317347,2,19
Kithaganahalli Chandapura,12.80094026,77.69049036,3,7
Koli Farm Gate Bannerughatta Road,12.84134275,77.58858599,83,818
Konanakunte,12.88580200,77.56679063,86,703
Konanakunte Cross,12.89042657,77.56447522,239,1697
Konanakunte Reliance Fres,12.88287871,77.56616145,2,2
Konappana Agrahara,12.85613944,77.66441613,244,2423
Konasandra,12.76429316,77.63551285,10,72
Koppa,12.80440200,77.62646531,5,45
Koppa Gate Jigani Road,12.79642313,77.61580967,17,38
Koratagere Bannerughatta,12.73269826,77.58321494,2,7
Kothanuru Dinne Ganesha Temple,12.87743730,77.58388831,33,446
Kothanuru Harinagara,12.87638635,77.57724434,13,179
Kottanayakana halli Bommasandra,12.81199283,77.68095784,4,13
KRB Indian Oil Petrol Bunk Kembathalli,12.85942696,77.56984897,23,197
Krishnayyana Doddy,12.76310632,77.61723232,5,24
KSIT College Raghuvanahalli,12.87980643,77.54444093,0,0
KSRP Training Centre,12.88593688,77.67238968,4,28
Kudlu Gate,12.88965654,77.63948598,392,3348
Kulumepalya,12.83256013,77.55303996,2,22
Kumarans School Mallasandra Kanakapura Road,12.85979775,77.54219323,0,0
Kumaraswamy Layout,12.90532614,77.56280467,49,601
Kumaraswamy Layout West,12.90334827,77.55473793,4,45
Kumbaranahalli Jigani Road,12.74790429,77.66056518,9,113
Kuppa Siddana Doddy,12.73528376,77.60287821,3,10
Kyalasanahalli,12.80093920,77.65267075,23,272
Lakshmi Layout Beguru,12.86824647,77.62802124,1,13
Lakshmipura Kalkere,12.81022421,77.59167731,1,10
Lal Bahaddur Shastrinagara Anjanapura,12.85722821,77.57356022,2,29
Land T South City,12.88829106,77.59040499,2,2
Lingapura,12.76221665,77.67852277,14,98
Loyola school,12.87099571,77.59353650,106,884
Loyola School Bannerughatta Road,12.87110742,77.59348344,3,2
Madalingapura Jigani,12.77103367,77.61872932,0,0
Madapatna Jigani,12.77251263,77.64819508,20,244
Mahadevana Doddy Colony,12.74514844,77.60619651,3,10
Mahanthalingapura,12.76883991,77.61862104,5,24
Malenallasandra Koppa,12.80688294,77.60562546,2,14
Mallasandra Poorvankara Apartment,12.85331853,77.54209266,1,20
Mantapa Cross,12.80231823,77.59679630,69,570
Mantri Alpyne Apartment,12.90454506,77.52739146,2,81
Maruthi Badavane Gottigere,12.84009119,77.58066028,3,23
Maruthinagara Bommasandra Road,12.79139770,77.65766481,17,92
Maruthi School Kothnur,12.88127197,77.57588581,4,59
Masthenahalli,12.78691687,77.66763211,5,27
Meenakshi Temple,12.87470152,77.59482719,165,1192
Metro Market Kanakapura Road,12.89316223,77.56762862,166,1356
MICO Shramajeevi Colony Arakere,12.88955655,77.59384990,3,18
Moodalayyana Doddy Bannerughatta,12.73360218,77.57774860,2,7
Muneshwara Temple Koli Farm,12.83575393,77.57209618,2,22
Mutturayanaswamy Doddy,12.75956442,77.61948109,2,14
Mylasandra,12.85403171,77.62071490,12,71
Nandanavana Badavane Jigani,12.77541410,77.61202320,2,15
Nandi Garden Apartment,12.86747100,77.56569850,3,6
Nanjapura,12.80970896,77.64136791,5,36
Nanjapura Cross Hulimangala,12.81364911,77.64230804,4,28
Narasimha Temple Jigani,12.77620393,77.63614583,2,29
Narayananagara,12.87396768,77.55386219,0,0
Narayananagara 3rd Block,12.88321339,77.55477279,2,18
Narayananagara Konanakunte,12.87998618,77.55340956,0,0
Navodayanagara,12.88127302,77.58390739,17,324
Navya Badavane Bommasandra Road,12.78722794,77.65396254,18,93
Neeladri Nagara Electronic City,12.84148407,77.64785282,8,36
New Bank Colony Konanakunte,12.88306566,77.56965771,3,11
New MICO Gate,12.87029071,77.65830383,20,164
NICE Bridge Vittasandra Main Road,12.86561851,77.62949914,1,13
NICE Road 13th Stone,12.84929859,77.55837835,0,0
NICE Road 14th Stone,12.84842124,77.57188060,0,0
NICE Road 15th Stone,12.85477247,77.60971382,0,0
NICE Road 16th Stone,12.86395677,77.62544095,0,0
NICE Road 17th Stone,12.86460135,77.64385834,0,0
NICE Road Junction Bannerughatta Road,12.85046022,77.58837133,103,861
Nisarga Badavane Jigani,12.78303777,77.61286676,2,3
Nobel Residency Beguru,12.85876167,77.61194000,15,141
Nobo Nagara Hulimavu,12.86818436,77.59781353,11,115
Nosanoor Anekal,12.74879031,77.65037209,3,24
Nyanappanahalli,12.87908999,77.61401206,0,0
OMEX Circle Bommasandra Road,12.79879183,77.66116530,18,94
Onti Mane Gottigere,12.84392200,77.55108475,2,3
OTC Circle Jigani,12.78091776,77.63068908,2,5
Paaduka Mandira Turahalli,12.89615577,77.53163874,1,11
Parappana Agrahara,12.88102488,77.65776560,3,12
PESIT College,12.85911657,77.66167759,294,2481
PESITELC,12.86134841,77.66502768,4,9
Pillaganahalli Nice Road,12.84940438,77.58189185,1,14
PK Kalyana Mantapa Beguru,12.87995890,77.62459648,7,14
Podu,12.83281149,77.63906255,2,18
Poornaprajna Layout,12.90891381,77.53588200,119,840
Poornaprajnalayout NEW Bus Stand,12.90849615,77.53640369,2,18
Prabasnagara Bannerughatta Road,12.81165954,77.57844507,6,19
Prarthana School Kadirenahalli,12.91183438,77.55847080,52,378
Pratyangira Temple Turalli,12.89231760,77.53655881,1,0
Pujaganapalya,12.75090131,77.60970142,2,2
Puttenahalli JP Nagara,12.89815656,77.58255518,2,2
Puttenahallipalya,12.89563317,77.58183449,16,242
Raghuvanahalli Cross,12.88087919,77.54618772,132,912
Ragihalli Bannerughatta,12.73880716,77.57435465,6,22
Ragihalli Gate,12.80030754,77.59892195,70,571
Rajapura,12.77542498,77.67481873,7,50
Ramakrishnapura,12.78105569,77.69425906,1,4
Ramanayakana Doddy,12.74561133,77.57573820,3,8
Ramanjaneya Layout Cross Chikkallasandra,12.91457459,77.54699439,4,67
Ramasandra Koppa,12.80758847,77.61468865,2,14
Rama Temple Devarachikkanahalli,12.88821460,77.61921198,1,3
Rayasandra Central Jail,12.87568628,77.67126383,4,6
RBI Layout JP Nagara,12.88786948,77.58197376,17,324
Royal Layout Gottigere Kengeri Road,12.86920233,77.57591187,17,108
Rupesh Hotel Bommasandra,12.81164957,77.66600705,21,112
Ryan International School Bannerughatta Road,12.81925921,77.58470550,69,676
Sakalavara,12.82073477,77.60908767,4,24
Sampangiramnagara Bannerughatta Road,12.82539808,77.58627350,70,677
Sampigehalli Bannerughatta,12.80576823,77.57893354,8,53
Sarakki,12.90942689,77.57284284,207,1693
Sarala Birla Academy,12.81157246,77.58454465,64,540
Sarathinagara Jambusavari Dinne,12.87399121,77.57318884,16,88
Seethanayakanahalli,12.76921167,77.65998319,5,48
Sevanayakanahalli Bannerughatta,12.74031283,77.58372534,2,7
Shanimahathma Temple Subramanyapura Uttarahalli,12.89295946,77.54319504,1,11
Shanmukha Temple Shakthi Hills Resort,12.91149422,77.52745785,0,0
Shanthipura Electronic City,12.84653183,77.68456221,2,11
Shanubhoganahalli Ist Cross Bannerughatta,12.82681830,77.56151201,2,22
Shikaripalya,12.83385823,77.65582099,12,91
Shivanahalli Bannerughatta,12.72332737,77.57256089,4,15
Shylendra Doddy Bannerughatta Road,12.80070642,77.55289122,6,34
Siddayyana Doddy,12.71707615,77.59416103,3,10
Siemens Electronics City,12.84540738,77.66230256,52,505
Sipgere Gate,12.82242900,77.57711691,10,56
Sowdamini Kalyana Mantapa,12.88384460,77.56670845,83,699
Sri Adishakthi Temple Gottigere,12.85514139,77.58484149,5,47
Srinidhi Layout Kottanur,12.88019210,77.57377021,0,0
Sriramapura Bommasandra,12.80323409,77.66592235,2,20
St Francis School Begur Road,12.88891906,77.62562409,29,237
St Marys School Koppa Road,12.84593946,77.60942374,21,186
Subhashnagara Beguru,12.87082992,77.63833165,2,1
Subramanyapura KEB,12.89730486,77.54673019,21,132
Subramanyapura Police Station,12.90106192,77.54403256,19,110
Subramanyapura Post Office,12.89871134,77.54402614,31,248
Surabhi Layout Jambusavari Dinne,12.86746335,77.58189067,27,254
TATA Advance Jigani,12.77494980,77.64142894,2,16
Tata BP Solar Electronic City,12.83726647,77.66456366,0,0
Technica Electromeconics Private Limited Electronic City,12.84073156,77.66001731,3,26
Thalagattapura Balaji Layout,12.87772245,77.53983557,2,13
Thippasandra Narayanagara,12.87350813,77.55637743,1,15
Thirupalya Electronic City,12.81563028,77.66793788,0,0
Thirupalya Govt Hospital,12.81862813,77.67176270,2,12
Thogur Cross Electronic City,12.84345413,77.64409258,6,26
Thuralli,12.89750487,77.53882974,2,11
T John College Basavanapura,12.85159194,77.59483963,0,0
Tulasipura Gottigere,12.84496802,77.55779028,3,20
Tulips Resort Koli Farm,12.82850291,77.59556316,4,24
Ujinappana Doddy,12.70087743,77.56792367,0,0
Uragana Doddy,12.73343010,77.60075707,3,10
Uttarahalli,12.90505228,77.54336468,72,568
Uttarahalli KR Hospital,12.90694906,77.54595302,40,285
Uttarahalli Water Tank,12.90847132,77.53466025,74,648
Vabasandra Bommasandra,12.81454228,77.65059471,3,15
Vaddarapalya Basavanapura,12.84389062,77.61193872,25,201
Vaddarapalya Jigani,12.76579036,77.64079325,2,16
Vaddarapalya JP nagara 8th Phase,12.87462137,77.57654295,1,14
Vaderamanchanahalli Jigani,12.76830116,77.63035218,11,101
Vajragiri Estate,12.85748197,77.55652787,8,37
Vallaba Education Trust School,12.89059282,77.55138022,4,13
Vapasandra,12.82674425,77.64000830,0,0
Vasanthapura,12.89623188,77.55262622,51,389
Vasanthapura Ragi Machine,12.89160182,77.56035380,10,19
Veerasandra,12.83996363,77.67701100,241,1905
Velankani Drive Electronic City,12.85115345,77.65760508,3,71
Vinayaka Chitramandira,12.87476065,77.57019410,13,63
Vishwapriya Layout Beguru,12.88199448,77.62487960,15,131
Vittasandra Chikkathoguru,12.85736913,77.63570108,1,13
Water Tank Kothanur Dinne,12.87442454,77.58409085,23,248
Weavers Colony Gottigere,12.84446300,77.58344484,3,23
Wipro Gate Shikaripalya Cross,12.83894928,77.65897770,123,1198
Yadalammanagara,12.89629549,77.54844662,20,128
Yalammanadodi,12.75473954,77.61220859,3,10
Yarandahalli Bommasandra,12.80471799,77.66291207,21,112
Yelachenahalli,12.89760334,77.57147635,204,1615
Yelenahalli Beguru,12.86655531,77.61629797,9,145
Adigara Kallahalli,12.82534366,77.80330360,1,16
Adigondanahalli,12.81456709,77.75115867,5,27
Ado Sonnahatti,12.77796189,77.71553636,1,9
Aduru Indluwadi,12.73300633,77.65439540,8,64
AECS Layout,12.88305649,77.64990672,2,2
Aladamara Chikkanahalli Cross,12.72795701,77.64801078,4,48
Ali Bommasandra,12.82025586,77.73643934,6,19
Amritha Engineering College Kasavanahalli,12.89679698,77.67519660,3,23
Anekal,12.70944576,77.69651532,36,453
Anekal Anjaneya Temple,12.71732972,77.70034576,2,43
Anjan Vidya Kendra School Thattanur,12.92413874,77.82440090,0,0
Aravinda Limited Bommasandra,12.81475151,77.67016411,21,112
Arehalli Anekal Road,12.76326655,77.76696208,1,7
Arenur,12.80984171,77.77503163,2,8
Attibele,12.77947774,77.77059874,15,48
Attibele Border,12.77729095,77.77676582,0,0
Avadadenahalli Gate,12.74667616,77.70783595,22,280
Avalahalli Electronic City,12.86966365,77.71175444,9,47
Balageranahalli Cross Chandapura,12.78744001,77.73468196,4,31
Balluru Attibele,12.75426572,77.78728276,1,7
Balluru Cross,12.74968371,77.77943193,1,7
Bandapura Anekal,12.76980968,77.72655487,4,31
Bendiganahalli Guddahatti Gate,12.81438057,77.74046981,1,8
Besthamanahalli Anekal Road,12.73086573,77.72665586,1,7
Bhakthipura,12.75741570,77.76182453,1,7
Bhovipalya Sarjapura,12.89330229,77.79741272,3,47
Bidaragere Anekal,12.71536262,77.72313273,2,4
Bidaraguppe,12.81570770,77.78530644,31,192
Bikkanahalli,12.83667225,77.75998655,5,24
Bikkana Hosahalli Attibele,12.84753604,77.76379734,3,16
Billapura,12.83740366,77.78506491,38,245
Birla Hurlur Road,12.89406503,77.65712101,0,0
Bommasandra,12.81808194,77.69001137,225,1906
Bommasandra Industrial Area,12.81692097,77.67623730,21,112
